PassengerId,Survived
892,0.4146041565565312
893,0.4848993105413254
894,0.42293889225709275
895,0.4138665183764951
896,0.45119087317370765
897,0.42205740417132975
898,0.45616500348239164
899,0.4311242041676234
900,0.4607012135322046
901,0.40853232173508375
902,0.4136425752290212
903,0.4627029034035443
904,0.6543034551690169
905,0.4665206087770948
906,0.6459715248428565
907,0.6247153413004407
908,0.42439044212352506
909,0.42537169745315234
910,0.48695063672858574
911,0.46026010276097207
912,0.4957971676968336
913,0.46059071576300825
914,0.5798286810608163
915,0.5027952084725812
916,0.6491940939627628
917,0.4474613640686258
918,0.6574517022237407
919,0.42537169745315234
920,0.4325014630715502
921,0.426179640179526
922,0.47126327257544737
923,0.4311242041676234
924,0.48559500456059
925,0.4781247116098254
926,0.5243246480351053
927,0.42537169745315234
928,0.45153984442736417
929,0.45153984442736417
930,0.4138665183764951
931,0.42040062312960197
932,0.46061207646595853
933,0.4550954887733039
934,0.4136425752290212
935,0.5500155859130725
936,0.6459715248428565
937,0.4138665183764951
938,0.4479060995831605
939,0.4143792857883933
940,0.5895895475368613
941,0.4858918073576294
942,0.5110656479906011
943,0.4356698846715687
944,0.6235150019722336
945,0.6543034551690169
946,0.4353879321744608
947,0.4187786398411961
948,0.4138665183764951
949,0.41841795269128607
950,0.4475165898435939
951,0.5905919073289467
952,0.4136425752290212
953,0.42416215910642535
954,0.4136425752290212
955,0.45616500348239164
956,0.48115224896935116
957,0.5500155859130725
958,0.45616500348239164
959,0.46988142353799184
960,0.47027958575353107
961,0.6409967165365213
962,0.45616500348239164
963,0.4136425752290212
964,0.45153984442736417
965,0.47139121844022336
966,0.5905919073289467
967,0.478779310706011
968,0.4136425752290212
969,0.579548470290779
970,0.42416215910642535
971,0.45616500348239164
972,0.43732405033473476
973,0.4984774621935832
974,0.46300994355980113
975,0.4136425752290212
976,0.42416215910642535
977,0.4607570629972563
978,0.45616500348239164
979,0.45153984442736417
980,0.45615414228773854
981,0.4469138304278769
982,0.4857990775995029
983,0.4136425752290212
984,0.6543034551690169
985,0.4136425752290212
986,0.4766349072739333
987,0.4138665183764951
988,0.6409967165365213
989,0.4136425752290212
990,0.45153984442736417
991,0.4138665183764951
992,0.6491940939627628
993,0.4731674594193942
994,0.4143792857883933
995,0.4138665183764951
996,0.4603629766251872
997,0.4139630559936426
998,0.4143792857883933
999,0.4143792857883933
1000,0.4136425752290212
1001,0.42781892102273056
1002,0.4353879321744608
1003,0.45616500348239164
1004,0.581392153216957
1005,0.45616500348239164
1006,0.6409967165365213
1007,0.4607570629972563
1008,0.42537169745315234
1009,0.45959454743793143
1010,0.4765927936064752
1011,0.6235150019722336
1012,0.5493144550349819
1013,0.4498968729774135
1014,0.6574517022237407
1015,0.4136425752290212
1016,0.4143792857883933
1017,0.48720580860082857
1018,0.4136425752290212
1019,0.44983085782181115
1020,0.42416215910642535
1021,0.4138665183764951
1022,0.4136425752290212
1023,0.4714216081663343
1024,0.4732404557204013
1025,0.4596510705067811
1026,0.4136425752290212
1027,0.4138665183764951
1028,0.4256504961974253
1029,0.42439044212352506
1030,0.45153984442736417
1031,0.43886892338801486
1032,0.473773104112017
1033,0.5821159118248794
1034,0.5119265097520532
1035,0.42416215910642535
1036,0.47113728736739924
1037,0.4144506355528131
1038,0.45513165755632556
1039,0.4136425752290212
1040,0.47113728736739924
1041,0.4265861998212776
1042,0.6574517022237407
1043,0.42537169745315234
1044,0.4149710334262204
1045,0.4858918073576294
1046,0.4452535825348979
1047,0.4138665183764951
1048,0.5839160307056885
1049,0.45153984442736417
1050,0.4550954887733039
1051,0.4858918073576294
1052,0.45616500348239164
1053,0.4362774910791522
1054,0.5493144550349819
1055,0.4136425752290212
1056,0.4265861998212776
1057,0.45030948587344743
1058,0.48469924225265476
1059,0.41242515800723667
1060,0.5845255153056953
1061,0.45153984442736417
1062,0.4136425752290212
1063,0.4256504961974253
1064,0.4475165898435939
1065,0.42537169745315234
1066,0.43886892338801486
1067,0.6235150019722336
1068,0.5515338234766841
1069,0.506998467015297
1070,0.6543034551690169
1071,0.6437961971039587
1072,0.42416215910642535
1073,0.4765927936064752
1074,0.6543034551690169
1075,0.4143792857883933
1076,0.5905919073289467
1077,0.42416215910642535
1078,0.6235150019722336
1079,0.4133461205030877
1080,0.4464627916477857
1081,0.42416215910642535
1082,0.4731674594193942
1083,0.46317156903133744
1084,0.4241143205263694
1085,0.4240434073068181
1086,0.48626550861538836
1087,0.4138665183764951
1088,0.5308366718553141
1089,0.45153984442736417
1090,0.42416215910642535
1091,0.45152898323271107
1092,0.45616500348239164
1093,0.47265627320184356
1094,0.5192807221468762
1095,0.5493144550349819
1096,0.42439044212352506
1097,0.47629344335790924
1098,0.45616500348239164
1099,0.42439044212352506
1100,0.5815715372728705
1101,0.4138665183764951
1102,0.4139630559936426
1103,0.4136425752290212
1104,0.4388346429602507
1105,0.6165277620108667
1106,0.48555048419827057
