PassengerId,Survived
892,0.3084467462237162
893,0.34428307247233725
894,0.3364506430686313
895,0.3382330696791391
896,0.3283984774541235
897,0.37878108881783296
898,0.32445084537432883
899,0.40134352402428386
900,0.33827075650739685
901,0.29953608579799323
902,0.3110575684832973
903,0.3801494604488267
904,0.737590530859143
905,0.39755475547400343
906,0.7361564131069837
907,0.6679624207279216
908,0.37367363972880263
909,0.323519504723261
910,0.3782142161397511
911,0.3255437738096898
912,0.43688051829963087
913,0.41109357655029055
914,0.5813708176304058
915,0.5061771483525709
916,0.7399026827824582
917,0.3315468186761573
918,0.7402488244767083
919,0.323519504723261
920,0.37975687006668496
921,0.3562874367333255
922,0.42284707672148747
923,0.3947641848417178
924,0.35260590021673915
925,0.2916314000804774
926,0.5341317014043083
927,0.31928339373839587
928,0.3133676844259642
929,0.3133676844259642
930,0.3382330696791391
931,0.2567751539192555
932,0.3781215775797272
933,0.4620615363665331
934,0.29921482873875266
935,0.5196043909989759
936,0.7351277087823996
937,0.327535990090205
938,0.3879774611413806
939,0.31273765427086037
940,0.575886620837002
941,0.3699076738123336
942,0.550500079880103
943,0.3972840438949788
944,0.673481468168439
945,0.7398245018167386
946,0.38355126000622547
947,0.2881249476139131
948,0.30676666043615314
949,0.36571590571132145
950,0.39043751695156853
951,0.593388918255979
952,0.31954615384399576
953,0.36612180803140215
954,0.30024211831586606
955,0.34141393905690104
956,0.47198610493115306
957,0.5196043909989759
958,0.3362544541527887
959,0.4051850389828597
960,0.4881313147647261
961,0.7315912917052322
962,0.3489657707543015
963,0.3044782293007312
964,0.3114797229506051
965,0.4814587587611545
966,0.593388918255979
967,0.4690425426403703
968,0.3306812379817386
969,0.5643017126042704
970,0.35853311939127125
971,0.3489657707543015
972,0.39253403095589834
973,0.4927413467944533
974,0.40568405033285077
975,0.3110575684832973
976,0.35853311939127125
977,0.3899815463274907
978,0.34804239683505434
979,0.30913157344109904
980,0.34141393905690104
981,0.4329827623124205
982,0.3708057706294026
983,0.3110575684832973
984,0.7408532061413227
985,0.3306812379817386
986,0.45358372289903554
987,0.3186094001806977
988,0.7293573207476365
989,0.3081414186482599
990,0.3226273903280503
991,0.3339790185747253
992,0.737786002399965
993,0.4416917090770397
994,0.31273765427086037
995,0.3186094001806977
996,0.349185713136531
997,0.33507881981436244
998,0.30615831508829433
999,0.31273765427086037
1000,0.3306812379817386
1001,0.37338675389731296
1002,0.38665661528388295
1003,0.34141393905690104
1004,0.5790238797779429
1005,0.3371778280720359
1006,0.7293573207476365
1007,0.37379570248166405
1008,0.33419281119471295
1009,0.42895633464083827
1010,0.4743355982393048
1011,0.6679624207279216
1012,0.5271562226963764
1013,0.37505305148596635
1014,0.7412775288012923
1015,0.3110575684832973
1016,0.31273765427086037
